Waktu Tarik,Sumber,Kategori,Judul,URL,Sentimen,Skor Sentimen
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Mediasi Belum Final, Audi Marissa dan Anthony Xie Masih Berpeluang Rujuk",https://hot.detik.com/celeb/d-8673894/mediasi-belum-final-audi-marissa-dan-anthony-xie-masih-berpeluang-rujuk,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Kata Sule Tak Jadi Groomsman di Pernikahan Andre Taulany,https://hot.detik.com/celeb/d-8674248/kata-sule-tak-jadi-groomsman-di-pernikahan-andre-taulany,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Mengaku Terganggu Imbas Dugaan Penganiayaan, Betrand Peto: Ini Teguran dari Tuhan",https://hot.detik.com/celeb/d-8673777/mengaku-terganggu-imbas-dugaan-penganiayaan-betrand-peto-ini-teguran-dari-tuhan,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Sara Wijayanto Gugat Cerai Demian Aditya, Sidang Perdana 24 September",https://hot.detik.com/celeb/d-8674233/sara-wijayanto-gugat-cerai-demian-aditya-sidang-perdana-24-september,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Sara Wijayanto Gugat Cerai Demian Aditya,https://hot.detik.com/celeb/d-8674174/sara-wijayanto-gugat-cerai-demian-aditya,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Eks ART Masih Buka Pintu Damai dengan Erin,https://hot.detik.com/celeb/d-8673883/eks-art-masih-buka-pintu-damai-dengan-erin,Positif,100.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Terseret Dugaan Penganiayaan, Betrand Peto: Teguran dari Tuhan",https://hot.detik.com/celeb/d-8673539/terseret-dugaan-penganiayaan-betrand-peto-teguran-dari-tuhan,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Pihak Erin Laporkan Rieke Diah Pitaloka ke MKD,https://hot.detik.com/celeb/d-8673328/pihak-erin-laporkan-rieke-diah-pitaloka-ke-mkd,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Erin Lapang Dada Andre Taulany Nikah, Janji Luruskan Soal Komentar Heboh",https://hot.detik.com/celeb/d-8673021/erin-lapang-dada-andre-taulany-nikah-janji-luruskan-soal-komentar-heboh,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Betrand Peto Jadi Saksi Dugaan Penganiayaan, Diperiksa Puluhan Pertanyaan",https://hot.detik.com/celeb/d-8673074/betrand-peto-jadi-saksi-dugaan-penganiayaan-diperiksa-puluhan-pertanyaan,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Cerita Alyssa Soebandono Jalani Operasi Skoliosis,https://hot.detik.com/celeb/d-8672252/cerita-alyssa-soebandono-jalani-operasi-skoliosis,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Cerita Seru Andrew Andika Dampingi Istri yang Lagi Hamil 8 Bulan,https://hot.detik.com/celeb/d-8672570/cerita-seru-andrew-andika-dampingi-istri-yang-lagi-hamil-8-bulan,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,"Erin Serahkan Rekaman CCTV ke Polisi, Tegaskan Gak Aniaya Eks ART",https://hot.detik.com/celeb/d-8672870/erin-serahkan-rekaman-cctv-ke-polisi-tegaskan-gak-aniaya-eks-art,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Newsfeed,Betrand Peto Datangi Polda Metro Jaya Terkait Dugaan Kekerasan Seksual,https://hot.detik.com/celeb/d-8672735/betrand-peto-datangi-polda-metro-jaya-terkait-dugaan-kekerasan-seksual,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Box Artikel Terpopuler,Selebritas Berduka Guruh Soekarnoputra Meninggal Dunia,https://hot.detik.com/celeb/d-8679784/selebritas-berduka-guruh-soekarnoputra-meninggal-dunia,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Box Artikel Terpopuler,Gaya Kece Raline Shah Jadi Tamu Acara Fashion di Milan,https://hot.detik.com/celeb/d-8679069/gaya-kece-raline-shah-jadi-tamu-acara-fashion-di-milan,Netral,0.0
2026-09-26 10:37:58,DetikHot Celebs,Box Komentar Terbanyak,Andre Taulany dan Amanda Rigby Ucap Syukur Resmi Jadi Suami-Istri,https://hot.detik.com/celeb/d-8671069/andre-taulany-dan-amanda-rigby-ucap-syukur-resmi-jadi-suami-istri,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Innalillahi, Guruh Soekarnoputra Meninggal Dunia, Kondisi Melemah Sejak Agustus hingga Sempat Kritis Celebrity",https://www.grid.id/read/044416011/innalillahi-guruh-soekarnoputra-meninggal-dunia-kondisi-melemah-sejak-agustus-hingga-sempat-kritis,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Audi Marissa dan Anthony Xie Dikabarkan Sepakat Rujuk, Humas PN Jaksel Beberkan Fakta Ini Celebrity",https://www.grid.id/read/044416008/audi-marissa-dan-anthony-xie-dikabarkan-sepakat-rujuk-humas-pn-jaksel-beberkan-fakta-ini,Positif,100.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Ruben Onsu Murka ke Produser Film, Sang Presenter Tagih Uang yang Tak Kunjung Dibayarkan: Pantes Lo Kaya Celebrity",https://www.grid.id/read/044415853/ruben-onsu-murka-ke-produser-film-sang-presenter-tagih-uang-yang-tak-kunjung-dibayarkan-pantes-lo-kaya,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Maia Estianty Singgung Orang yang Halalkan Segala Cara hingga Kena Azab, Sindir Siapa? Celebrity",https://www.grid.id/read/044415964/maia-estianty-singgung-orang-yang-halalkan-segala-cara-hingga-kena-azab-sindir-siapa,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Kronologi Orang Utan Pingsan Akibat Asap Karhutla di Kalimantan Barat, Begini Kondisinya Usai Dikabarkan Kritis",https://www.grid.id/read/044408747/kronologi-orang-utan-pingsan-akibat-asap-karhutla-di-kalimantan-barat-begini-kondisinya-usai-dikabarkan-kritis,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Kronologi Jukir Tewas Ditembak Polisi di Palu, Berawal dari Cekcok Parkir hingga Satu Warga Kena Peluru Nyasar",https://www.grid.id/read/044408667/kronologi-jukir-tewas-ditembak-polisi-di-palu-berawal-dari-cekcok-parkir-hingga-satu-warga-kena-peluru-nyasar,Negatif,-100.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Saksi Bongkar Kejanggalan Kemasan Produk Richard Lee di Sidang, Reseller Buktikan Stiker White Tomato Bisa Dilepas",https://www.grid.id/read/044408825/saksi-bongkar-kejanggalan-kemasan-produk-richard-lee-di-sidang-reseller-buktikan-stiker-white-tomato-bisa-dilepas,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Sinopsis Drama Korea Family Register yang Dibintangi oleh Park Se Young, Kisahkan Perempuan yang Lawan Prasangka Buruk Keluarga",https://www.grid.id/read/044416002/sinopsis-drama-korea-family-register-yang-dibintangi-oleh-park-se-young-kisahkan-perempuan-yang-lawan-prasangka-buruk-keluarga,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Kronologi Sopir Truk Dibakar Bos di Bali, Berawal dari Masalah Setoran hingga Pelaku Ingkar Janji Biayai Korban Berobat",https://www.grid.id/read/044416014/kronologi-sopir-truk-dibakar-bos-di-bali-berawal-dari-masalah-setoran-hingga-pelaku-ingkar-janji-biayai-korban-berobat,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Guruh Soekarnoputra Meninggal Dunia di Usia 73 Tahun, Reza Artamevia Tumpahkan Duka Mendalam: Selamat Jalan",https://www.grid.id/read/044416033/guruh-soekarnoputra-meninggal-dunia-di-usia-73-tahun-reza-artamevia-tumpahkan-duka-mendalam-selamat-jalan,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,Sinopsis dan Daftar Pemain Lobang Buaya: 309 Hari Sebelum Tragedi Berdarah Garapan Hanung Bramantyo,https://www.grid.id/read/044416010/sinopsis-dan-daftar-pemain-lobang-buaya-309-hari-sebelum-tragedi-berdarah-garapan-hanung-bramantyo,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Profil Sara Wijayanto, Presenter Indigo yang Gugat Cerai Demian Aditya, Begini Reaksinya saat Ditanya Penyebab Perceraian",https://www.grid.id/read/044415846/profil-sara-wijayanto-presenter-indigo-yang-gugat-cerai-demian-aditya-begini-reaksinya-saat-ditanya-penyebab-perceraian,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Dedi Mulyadi Bangga Lihat Tukang Pilah Sampah Jadi Kades di Bekasi, Singgung Kemenangan Tanpa Sokongan Oligarki",https://www.grid.id/read/044415837/dedi-mulyadi-bangga-lihat-tukang-pilah-sampah-jadi-kades-di-bekasi-singgung-kemenangan-tanpa-sokongan-oligarki,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Tak Bisa Disepelekan, Inilah Arti Mimpi tentang Ikan yang Berkaitan dengan Kekayaan, Simak Penjelasannya!",https://www.grid.id/read/044415883/tak-bisa-disepelekan-inilah-arti-mimpi-tentang-ikan-yang-berkaitan-dengan-kekayaan-simak-penjelasannya,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Zaskia Adya Mecca Ungkap Pilunya Kondisi Pengungsi NTT, Balita Meninggal karena Tak Ada Obat",https://www.grid.id/read/044408665/zaskia-adya-mecca-ungkap-pilunya-kondisi-pengungsi-ntt-balita-meninggal-karena-tak-ada-obat,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Lansia di Jember Meninggal Tertimpa Kanopi Roboh Diduga karena Getaran Sound Horeg, Polisi Ungkap Kronologi Sebenarnya",https://www.grid.id/read/044408633/lansia-di-jember-meninggal-tertimpa-kanopi-roboh-diduga-karena-getaran-sound-horeg-polisi-ungkap-kronologi-sebenarnya,Positif,40.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Nikita Mirzani Menang Banding Perkara Perdata, Rieke Diah Pitaloka Minta Kasus Pidana Lawan Reza Gladys Diuji Ulang",https://www.grid.id/read/044408619/nikita-mirzani-menang-banding-perkara-perdata-rieke-diah-pitaloka-minta-kasus-pidana-lawan-reza-gladys-diuji-ulang,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Lakukan Adegan Intens Tanpa Sentuhan Fisik, Anya Zen Deg-degan Adu Peran dengan Mathias Muchus",https://www.grid.id/read/044416009/lakukan-adegan-intens-tanpa-sentuhan-fisik-anya-zen-deg-degan-adu-peran-dengan-mathias-muchus,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Isyana Sarasvati Resmi Jadi Pembuka Konser Avenged Sevenfold di JIS, Diminta Langsung oleh A7X",https://www.grid.id/read/044416016/isyana-sarasvati-resmi-jadi-pembuka-konser-avenged-sevenfold-di-jis-diminta-langsung-oleh-a7x,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,Hanung Bramantyo Bikin Film Lobang Buaya Jadi Fiksi Murni hingga Sengaja Ubah Huruf Ini!,https://www.grid.id/read/044416007/hanung-bramantyo-bikin-film-lobang-buaya-jadi-fiksi-murni-hingga-sengaja-ubah-huruf-ini,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Tak Gentar Produknya Diserang di Sidang, Doktif Tantang Richard Lee: SPKT Buka 24 Jam",https://www.grid.id/read/044415952/tak-gentar-produknya-diserang-di-sidang-doktif-tantang-richard-lee-spkt-buka-24-jam,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Gramedia Pustaka Utama Gelar Pesta Literasi Indonesia 2026, Sudah Siap Belum Ketemu Penulis Favorit Kamu?",https://www.grid.id/read/044415959/gramedia-pustaka-utama-gelar-pesta-literasi-indonesia-2026-sudah-siap-belum-ketemu-penulis-favorit-kamu,Netral,0.0
2026-09-26 10:37:58,Grid.ID,Celebrity,"Bantah Peras Reza Gladys Rp20 Miliar, Doktif Bongkar Fakta Menohok",https://www.grid.id/read/044415950/bantah-peras-reza-gladys-rp20-miliar-doktif-bongkar-fakta-menohok,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Guruh Soekarnoputra Meninggal Dunia, Reza Artamevia: Selamat Jalan Duhai Pujangga",https://celebrity.okezone.com/read/2026/09/26/33/3244296/guruh-soekarnoputra-meninggal-dunia-reza-artamevia-selamat-jalan-duhai-pujangga,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Audi Marissa dan Anthony Xie Dikabarkan Rujuk, Pihak Pengadilan Buka Suara",https://celebrity.okezone.com/read/2026/09/25/33/3244265/audi-marissa-dan-anthony-xie-dikabarkan-rujuk-pihak-pengadilan-buka-suara,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Hot Gossip: PK Nikita Mirzani Ditolak, Yusuf Kartiko Beri Kesaksian Berbahaya",https://celebrity.okezone.com/read/2026/09/25/33/3244073/hot-gossip-pk-nikita-mirzani-ditolak-yusuf-kartiko-beri-kesaksian-berbahaya,Positif,25.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Rieke Diah Buka Suara Usai Dilaporkan ke MKD soal Pendampingan Eks Pembantu Erin Wartia,https://celebrity.okezone.com/read/2026/09/24/33/3243920/rieke-diah-buka-suara-usai-dilaporkan-ke-mkd-soal-pendampingan-eks-pembantu-erin-wartia,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"BTS Rilis MV Merry Go Round, Video Sinematik Bernuansa Monokrom",https://celebrity.okezone.com/read/2026/09/26/205/3244324/bts-rilis-mv-merry-go-round-video-sinematik-bernuansa-monokrom,Negatif,-20.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Audi Marissa dan Anthony Xie Tetap Harus Jalani Sidang Cerai Lanjutan meski Rujuk,https://celebrity.okezone.com/read/2026/09/26/33/3244311/audi-marissa-dan-anthony-xie-tetap-harus-jalani-sidang-cerai-lanjutan-meski-rujuk,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Saksi Richard Lee Bongkar Sifat Asli Doktif: Keras dan Tak Mau Kalah,https://celebrity.okezone.com/read/2026/09/26/33/3244305/saksi-richard-lee-bongkar-sifat-asli-doktif-keras-dan-tak-mau-kalah,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Juicy Luicy Terdepak, Ungu Siap Meriahkan MotoGP Mandalika 2026",https://celebrity.okezone.com/read/2026/09/26/33/3244293/juicy-luicy-terdepak-ungu-siap-meriahkan-motogp-mandalika-2026,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Dihujat karena Andre Taulany, Dicky Difie Bakal Tempuh Jalur Hukum",https://celebrity.okezone.com/read/2026/09/26/33/3244287/dihujat-karena-andre-taulany-dicky-difie-bakal-tempuh-jalur-hukum,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Etenia Croft Masuk Dua Nominasi AMI Awards 2026,https://celebrity.okezone.com/read/2026/09/25/205/3244284/etenia-croft-masuk-dua-nominasi-ami-awards-2026,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Baskara Mahendra Cerita Keseruan Perankan Karakter Soegeng di Film <i>Lobang Buaya</i>,https://celebrity.okezone.com/read/2026/09/25/33/3244268/baskara-mahendra-cerita-keseruan-perankan-karakter-soegeng-di-film-lobang-buaya,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Sidang Richard Lee Memanas, Saksi Ungkap Dugaan Doktif Peras Reza Gladys Senilai Rp20 Miliar",https://celebrity.okezone.com/read/2026/09/25/33/3244257/sidang-richard-lee-memanas-saksi-ungkap-dugaan-doktif-peras-reza-gladys-senilai-rp20-miliar,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"3 Fakta Menarik Lagu <i>Patient Zero</i> dari Taylor Swift, Wajib Masuk Playlist!",https://celebrity.okezone.com/read/2026/09/25/205/3244240/3-fakta-menarik-lagu-patient-zero-dari-taylor-swift-wajib-masuk-playlist,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Dicap Sering Ribut dengan Rekan Sejawat, Doktif Meradang Dengar Keterangan Saksi Richard Lee",https://celebrity.okezone.com/read/2026/09/25/33/3244205/dicap-sering-ribut-dengan-rekan-sejawat-doktif-meradang-dengar-keterangan-saksi-richard-lee,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Sinopsis Terlanjur Mencintaimu Eps 82: Rahasia Kenzo Terungkap, Laura Kabur",https://celebrity.okezone.com/read/2026/09/25/598/3244209/sinopsis-terlanjur-mencintaimu-eps-82-rahasia-kenzo-terungkap-laura-kabur,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Adik Arie Kriting Meninggal Dunia, Indah Permatasari Ungkap Kesedihan",https://celebrity.okezone.com/read/2026/09/25/33/3244170/adik-arie-kriting-meninggal-dunia-indah-permatasari-ungkap-kesedihan,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Sinopsis Ternyata Ini Cinta Eps 47: Datangi Rumah Martha, Dewa Incar Flashdisk Rahasia?",https://celebrity.okezone.com/read/2026/09/25/598/3244147/sinopsis-ternyata-ini-cinta-eps-47-datangi-rumah-martha-dewa-incar-flashdisk-rahasia,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Aditya Gumay Yakin Betrand Peto Tak Bersalah dalam Kasus TPKS,https://celebrity.okezone.com/read/2026/09/25/33/3244144/aditya-gumay-yakin-betrand-peto-tak-bersalah-dalam-kasus-tpks,Negatif,-100.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Konser NCT 127 di Jakarta Tinggal Hitungan Hari, Ini Jadwal Penukaran Tiket",https://celebrity.okezone.com/read/2026/09/25/33/3244142/konser-nct-127-di-jakarta-tinggal-hitungan-hari-ini-jadwal-penukaran-tiket,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"KIKO Season 4 Episode Sweet and Rescue, Minggu Pagi di RCTI",https://celebrity.okezone.com/read/2026/09/25/33/3244126/kiko-season-4-episode-sweet-and-rescue-minggu-pagi-di-rcti,Positif,35.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Ruben Onsu Sempat Ingin Pensiun Jadi Artis usai Diterpa Masalah Bertubi-Tubi,https://celebrity.okezone.com/read/2026/09/25/33/3244112/ruben-onsu-sempat-ingin-pensiun-jadi-artis-usai-diterpa-masalah-bertubi-tubi,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"D'Masiv Rilis Single <i>Till We’re Old</i>, Ceritakan Tumbuh Bersama dan Temani hingga Masa Tua",https://celebrity.okezone.com/read/2026/09/25/205/3244106/d-masiv-rilis-single-till-we-re-old-ceritakan-tumbuh-bersama-dan-temani-hingga-masa-tua,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,BONGKAR: Barang Ini Jadi Kekuatan Josh Flo saat Merantau ke Jakarta,https://celebrity.okezone.com/read/2026/09/25/33/3244085/bongkar-barang-ini-jadi-kekuatan-josh-flo-saat-merantau-ke-jakarta,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Sidang Cerai Sara Wijayanto dan Demian Aditya Berpeluang Diputus Verstek,https://celebrity.okezone.com/read/2026/09/25/33/3244079/sidang-cerai-sara-wijayanto-dan-demian-aditya-berpeluang-diputus-verstek,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Momo Kembali Manggung Bareng Geisha: Setelah 10 Tahun, Aku Pulang",https://celebrity.okezone.com/read/2026/09/25/205/3244074/momo-kembali-manggung-bareng-geisha-setelah-10-tahun-aku-pulang,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Selamat! Bintang Twilight Taylor Lautner dan Istri Sambut Kelahiran Anak Pertama,https://celebrity.okezone.com/read/2026/09/24/33/3244051/selamat-bintang-twilight-taylor-lautner-dan-istri-sambut-kelahiran-anak-pertama,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Lirik Lagu <i>Kau Yang Utama</i> dari Syahrini, Single Terbaru usai 7 Tahun Vakum",https://celebrity.okezone.com/read/2026/09/24/619/3244017/lirik-lagu-kau-yang-utama-dari-syahrini-single-terbaru-usai-7-tahun-vakum,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Ruben Onsu Rugi Rp15 Miliar Imbas Dugaan Penggelapan Produser Film Nia,https://celebrity.okezone.com/read/2026/09/24/33/3244039/ruben-onsu-rugi-rp15-miliar-imbas-dugaan-penggelapan-produser-film-nia,Negatif,-100.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Poster Karakter Film Cidro Asmoro Perkenalkan Jodilee Warwick sebagai Prita, Gadis Biasa yang Mendadak Viral!",https://celebrity.okezone.com/read/2026/09/24/206/3244032/poster-karakter-film-cidro-asmoro-perkenalkan-jodilee-warwick-sebagai-prita-gadis-biasa-yang-mendadak-viral,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Fandy Christian Main Serial POTE di VISION+, Intip Karakternya Berikut",https://celebrity.okezone.com/read/2026/09/24/33/3244027/fandy-christian-main-serial-pote-di-vision-intip-karakternya-berikut,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Alonzo Brata Tembus Nominasi Artis Jazz Terbaik AMI Berkat Single <i>Simple Pleasures</i>,https://celebrity.okezone.com/read/2026/09/24/205/3243918/alonzo-brata-tembus-nominasi-artis-jazz-terbaik-ami-berkat-single-simple-pleasures,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,4 Fakta Menarik Drakor <i>The Scandal</i> yang Dibintangi Son Ye Jin dan Ji Chang Wook,https://celebrity.okezone.com/read/2026/09/24/206/3243999/4-fakta-menarik-drakor-the-scandal-yang-dibintangi-son-ye-jin-dan-ji-chang-wook,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Sinopsis <i>Terlanjur Mencintaimu</i> Eps 81: Arumi Tak Kuasa Tahan Emosi Demi Mengetahui Keberadaan Kenzo?,https://celebrity.okezone.com/read/2026/09/24/33/3244016/sinopsis-terlanjur-mencintaimu-eps-81-arumi-tak-kuasa-tahan-emosi-demi-mengetahui-keberadaan-kenzo,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Sinopsis Sinetron Terikat Janji Eps 171: Davina Trauma Temukan Pak Kemal Tewas,https://celebrity.okezone.com/read/2026/09/24/598/3244000/sinopsis-sinetron-terikat-janji-eps-171-davina-trauma-temukan-pak-kemal-tewas,Negatif,-100.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,Demian Aditya Mangkir di Sidang Cerai Perdana dengan Sara Wijayanto,https://celebrity.okezone.com/read/2026/09/24/33/3243997/demian-aditya-mangkir-di-sidang-cerai-perdana-dengan-sara-wijayanto,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Syahrini <i>Comeback</i>, Bakal Manggung di Pestapora 2026",https://celebrity.okezone.com/read/2026/09/24/33/3243952/syahrini-comeback-bakal-manggung-di-pestapora-2026,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Sara Wijayanto Tiba di PA Jaksel, Siap Jalani Mediasi Gugatan Cerai",https://celebrity.okezone.com/read/2026/09/24/33/3243909/sara-wijayanto-tiba-di-pa-jaksel-siap-jalani-mediasi-gugatan-cerai,Netral,0.0
2026-09-26 10:37:58,Okezone Celebrity,Celebrity,"Sara Wijayanto dan Demian Aditya Cerai, Isu Perselingkuhan Masa Lalu Kembali Mencuat",https://celebrity.okezone.com/read/2026/09/24/33/3243854/sara-wijayanto-dan-demian-aditya-cerai-isu-perselingkuhan-masa-lalu-kembali-mencuat,Netral,0.0
