Waktu Tarik,Sumber,Kategori,Judul,URL,Sentimen,Skor Sentimen,Wilayah,Topik / Kata Kunci,Volume Pencarian,Judul Berita
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Video Ceramah Tuai Kecaman - Abah Setu Minta Maaf,https://www.liputan6.com/news/read/8289319/video-ceramah-tuai-kecaman-abah-setu-minta-maaf,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Empat Pemuda Diduga Gangster Serang Pria Nongkrong di Jakut,https://www.liputan6.com/news/read/8289301/empat-pemuda-diduga-gangster-serang-pria-nongkrong-di-jakut,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Mahasiswi Tewas di Hotel Cengkareng Usai Dicekoki Narkoba,https://www.liputan6.com/news/read/8289274/mahasiswi-tewas-di-hotel-cengkareng-usai-dicekoki-narkoba,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Usut Dugaan Korupsi MBG - Kejagung Panggil 6 Saksi,https://www.liputan6.com/news/read/8289245/usut-dugaan-korupsi-mbg-kejagung-panggil-6-saksi,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Sidang Korupsi Haji - Kubu Gus Alex Minta Jokowi Dipanggil Jadi Saksi,https://www.liputan6.com/news/read/8289235/sidang-korupsi-haji-kubu-gus-alex-minta-jokowi-dipanggil-jadi-saksi,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Ini Penampakan Pelampung dan Buoy Ditemukan Kapal TNI di Selat Sunda,https://www.liputan6.com/news/read/8289233/ini-penampakan-pelampung-dan-buoy-ditemukan-kapal-tni-di-selat-sunda,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Infografis: 5 Negara dengan Kereta Bawah Tanah Terpanjang di Dunia,https://www.liputan6.com/news/read/8289217/infografis-5-negara-dengan-kereta-bawah-tanah-terpanjang-di-dunia,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Warga Bisa Jajal Naik LRT Kelapa Gading-Manggarai - Ini Jadwalnya,https://www.liputan6.com/news/read/8289167/warga-bisa-jajal-naik-lrt-kelapa-gading-manggarai-ini-jadwalnya,Positif,100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Penampakan Uang Rp 1 Triliun Sitaan Kejagung dari Kasus Korupsi Hutan Lampung,https://www.liputan6.com/news/read/8289112/penampakan-uang-rp-1-triliun-sitaan-kejagung-dari-kasus-korupsi-hutan-lampung,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Pramono Siap Nonton Laga Persija Vs Persib Jika Digelar di Jakarta,https://www.liputan6.com/news/read/8289078/pramono-siap-nonton-laga-persija-vs-persib-jika-digelar-di-jakarta,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Prabowo Perintahkan Pencarian Jurnalis Hilang Kontak - 11 Kapal Dikerahkan,https://www.liputan6.com/news/read/8288844/prabowo-perintahkan-pencarian-jurnalis-hilang-kontak-11-kapal-dikerahkan,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Prabowo Puji SBY: Taruna Akmil Terbaik,https://www.liputan6.com/news/read/8288524/prabowo-puji-sby-taruna-akmil-terbaik,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Prabowo soal Demokrat: Tak Pernah Bakar-Bakar saat Tidak Berkuasa,https://www.liputan6.com/news/read/8288474/prabowo-soal-demokrat-tak-pernah-bakar-bakar-saat-tidak-berkuasa,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Gibran Tinjau Penanganan Kebakaran Hutan di 3 Provinsi Kalimantan,https://www.liputan6.com/news/read/8289063/gibran-tinjau-penanganan-kebakaran-hutan-di-3-provinsi-kalimantan,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,LRT Jabodebek Layani 21 -8 Juta Pengguna hingga Agustus 2026,https://www.liputan6.com/news/read/8289268/lrt-jabodebek-layani-218-juta-pengguna-hingga-agustus-2026,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Perlinsos Diakses 50 Juta Pengguna - Ketahanan Sistem Diuji,https://www.liputan6.com/news/read/8289050/perlinsos-diakses-50-juta-pengguna-ketahanan-sistem-diuji,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Laporan Liputan6.com dari Kapal Basarnas - Pencarian Sampai Mulut Samudra Hindia Masih Nihil,https://www.liputan6.com/news/read/8289034/laporan-liputan6com-dari-kapal-basarnas-pencarian-sampai-mulut-samudra-hindia-masih-nihil,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,BMKG: Sebaran Abu Vulkanik Anak Krakatau Tak Lagi Terdeteksi di Wilayah RI,https://www.liputan6.com/news/read/8289025/bmkg-sebaran-abu-vulkanik-anak-krakatau-tak-lagi-terdeteksi-di-wilayah-ri,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Digitalisasi Bansos Ditargetkan Rampung Oktober 2026,https://www.liputan6.com/news/read/8289011/digitalisasi-bansos-ditargetkan-rampung-oktober-2026,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Jaksa KPK Putar Video Pidato Jokowi di Sidang Korupsi Kuota Haji,https://www.liputan6.com/news/read/8289008/jaksa-kpk-putar-video-pidato-jokowi-di-sidang-korupsi-kuota-haji,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Kondisi Cuaca Sekitar Anak Krakatau Sebelum 5 Jurnalis Hilang Kontak,https://www.liputan6.com/news/read/8288995/kondisi-cuaca-sekitar-anak-krakatau-sebelum-5-jurnalis-hilang-kontak,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,PFI Minta Tim SAR Sisir Pulau Sertung dan Pulau Panjang Cari 5 Jurnalis Hilang,https://www.liputan6.com/news/read/8288986/pfi-minta-tim-sar-sisir-pulau-sertung-dan-pulau-panjang-cari-5-jurnalis-hilang,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,3 ASN Diduga Ditembak KKB Papua Usai Salurkan Bantuan - Pelaku Diburu,https://www.liputan6.com/news/read/8288967/3-asn-diduga-ditembak-kkb-papua-usai-salurkan-bantuan-pelaku-diburu,Positif,100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 16 jam lalu Kejagung kembali Pamerkan Tumpukan Uang Rp1 Triliun - Kasus Apa?,https://www.inews.id/news/nasional/kejagung-kembali-pamerkan-tumpukan-uang-rp1-triliun-kasus-apa,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 15 jam lalu Kejagung Kantongi Bukti Kuat Febrie Adriansyah Diduga Terlibat Pemerasan,https://www.inews.id/news/nasional/kejagung-kantongi-bukti-kuat-febrie-adriansyah-diduga-terlibat-pemerasan,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 15 jam lalu Keluarga Temukan Tas Jurnalis iNews Yudistiro Pranoto di Penginapan Kawasan Carita,https://www.inews.id/news/nasional/keluarga-temukan-tas-jurnalis-inews-yudistiro-pranoto-di-penginapan-kawasan-carita,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Internasional Konflik Memanas - Arab Saudi Desak Iran Kendalikan Kelompok Houthi Yaman,https://www.inews.id/news/internasional/konflik-memanas-arab-saudi-desak-iran-kendalikan-kelompok-houthi-yaman,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional Tetangga dan Kerabat Gelar Doa Bersama untuk Keselamatan Jurnalis iNews Yudistiro Pranoto,https://www.inews.id/news/nasional/tetangga-dan-kerabat-gelar-doa-bersama-untuk-keselamatan-jurnalis-inews-yudistiro-pranoto,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional Selain Ijazah - Roy Suryo Kuliti Skripsi Jokowi yang Dinilai Banyak Kejanggalan,https://www.inews.id/news/nasional/selain-ijazah-roy-suryo-kuliti-skripsi-jokowi-yang-dinilai-banyak-kejanggalan,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional Auditor Sebut Roy Suryo Wajar Minta Ganti Rugi Rp206 Juta karena Penahanan Tak Sah,https://www.inews.id/news/nasional/auditor-sebut-roy-suryo-wajar-minta-ganti-rugi-rp206-juta-karena-penahanan-tak-sah,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 6 menit lalu Gempa M4 -7 Guncang Donggala Pagi Ini - Getaran Terasa hingga Palu dan Sigi,https://www.inews.id/news/nasional/gempa-m47-guncang-donggala-pagi-ini-getaran-terasa-hingga-palu-dan-sigi,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 26 menit lalu 81 -1% Wilayah RI Masih Kemarau - BMKG Ungkap Daerah yang Berpotensi Hujan Lebat,https://www.inews.id/news/nasional/811-wilayah-ri-masih-kemarau-bmkg-ungkap-daerah-yang-berpotensi-hujan-lebat,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 55 menit lalu 1.653 Sekolah Tak Lagi Dapat MBG - BGN Alihkan Sasaran ke Maluku dan Papua,https://www.inews.id/news/nasional/1653-sekolah-tak-lagi-dapat-mbg-bgn-alihkan-sasaran-ke-maluku-dan-papua,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 1 jam lalu Rupiah Terancam Anjlok ke Rp17.590 - Harga Minyak Dunia jadi Biang Kerok,https://www.inews.id/news/nasional/rupiah-terancam-anjlok-ke-rp17590-harga-minyak-dunia-jadi-biang-kerok,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 1 jam lalu Gunung Anak Krakatau Masih Siaga - 19 Kali Gempa Terekam hingga Pagi Ini,https://www.inews.id/news/nasional/gunung-anak-krakatau-masih-siaga-19-kali-gempa-terekam-hingga-pagi-ini,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 5 Mahasiswa Unpam Gugat Pasal Santet - Hakim MK: Anda Punya Kekuatan Gaib?,https://www.inews.id/news/nasional/5-mahasiswa-unpam-gugat-pasal-santet-hakim-mk-anda-punya-kekuatan-gaib,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 3 Pegawai Dinas Pertanian Jayawijaya Tewas Ditembak KKB - Mentan Amran Minta Usut Tuntas,https://www.inews.id/news/nasional/3-pegawai-dinas-pertanian-jayawijaya-tewas-ditembak-kkb-mentan-amran-minta-usut-tuntas,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional KPK Geledah Rumah Mewah Anggota Polri Ipda Yayat Sudrajat terkait Kasus Suap di Bekasi,https://www.inews.id/news/nasional/kpk-geledah-rumah-mewah-anggota-polri-ipda-yayat-sudrajat-terkait-kasus-suap-di-bekasi,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional Prabowo Instruksikan KSAL Terjunkan 11 Kapal Bantuan Cari Jurnalis iNews dan Wartawan Hilang Kontak saat Liputan Anak Krakatau,https://www.inews.id/news/nasional/prabowo-instruksikan-ksal-terjunkan-11-kapal-bantuan-cari-jurnalis-inews-dan-wartawan-hilang-kontak-saat-liputan-anak-krakatau,Positif,100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Bansos Digital Berbasis AI Tak Bisa Dipakai Sembarangan! Hanya untuk Listrik - Beras dan Bensin,https://www.inews.id/news/nasional/bansos-digital-berbasis-ai-tak-bisa-dipakai-sembarangan-hanya-untuk-listrik-beras-dan-bensin,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 14 jam lalu Viral Ulta Levenia Kaitkan Bencana dengan Konspirasi HAARP - Dudung: Bukan lagi Bagian dari KSP,https://www.inews.id/news/nasional/viral-ulta-levenia-kaitkan-bencana-dengan-konspirasi-haarp-dudung-bukan-lagi-bagian-dari-ksp,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Antam Bangun Pabrik Emas Rp1 -1 Triliun di Gresik - Produksi hingga 30 Ton per Tahun,https://www.inews.id/news/nasional/antam-bangun-pabrik-emas-rp11-triliun-di-gresik-produksi-hingga-30-ton-per-tahun,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Bukan Salah Hitung! Ini Alasan Angka Kemiskinan RI versi BPS dan Bank Dunia Beda,https://www.inews.id/news/nasional/bukan-salah-hitung-ini-alasan-angka-kemiskinan-ri-versi-bps-dan-bank-dunia-beda,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Harga BBM Pertamina 11 September 2026 jelang Akhir Pekan - Ada yang Naik!,https://www.inews.id/news/nasional/harga-bbm-pertamina-11-september-2026-jelang-akhir-pekan-ada-yang-naik,Positif,100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 7 jam lalu Luhut Ungkap Jurus Cegah Bansos Berbasis AI Dipakai Judol - Siapkan Opsi Kupon Digital,https://www.inews.id/news/nasional/luhut-ungkap-jurus-cegah-bansos-berbasis-ai-dipakai-judol-siapkan-opsi-kupon-digital,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 10 jam lalu Turnamen Golf Piala Presiden PEPABRI di Surabaya - PPAU Raih Juara Pertama,https://www.inews.id/news/nasional/turnamen-golf-piala-presiden-pepabri-di-surabaya-ppau-raih-juara-pertama,Positif,100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 10 jam lalu Roy Suryo bakal Hadirkan Saksi dari Pasar Pramuka - Buktikan Ijazah Jokowi Palsu,https://www.inews.id/news/nasional/roy-suryo-bakal-hadirkan-saksi-dari-pasar-pramuka-buktikan-ijazah-jokowi-palsu,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 11 jam lalu Temukan Jaket Pelampung - Tim SAR Belum Bisa Pastikan Milik Jurnalis dan Kru Kapal Hilang Kontak di Selat Sunda,https://www.inews.id/news/nasional/temukan-jaket-pelampung-tim-sar-belum-bisa-pastikan-milik-jurnalis-dan-kru-kapal-hilang-kontak-di-selat-sunda,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 12 jam lalu Terkendala Masalah Desil - 147 Mahasiswa Penerima KJMU di Jakarta Dipastikan Tetap Bisa Kuliah,https://www.inews.id/news/nasional/terkendala-masalah-desil-147-mahasiswa-penerima-kjmu-di-jakarta-dipastikan-tetap-bisa-kuliah,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 12 jam lalu Yakup Hasibuan Sindir Roy Suryo Tak Pernah Teliti Ijazah Asli Jokowi - Hanya Fotokopi,https://www.inews.id/news/nasional/yakup-hasibuan-sindir-roy-suryo-tak-pernah-teliti-ijazah-asli-jokowi-hanya-fotokopi,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 12 jam lalu Dito Ariotedjo Sebut Yaqut Tak Terlibat Pembahasan Kuota Haji antara Jokowi dan MBS,https://www.inews.id/news/nasional/dito-ariotedjo-sebut-yaqut-tak-terlibat-pembahasan-kuota-haji-antara-jokowi-dan-mbs,Netral,0.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 13 jam lalu Massa Datangi Kejagung - Tuntut Dadan Hindayana cs Dihukum Mati buntut Dugaan Korupsi MBG,https://www.inews.id/news/nasional/massa-datangi-kejagung-tuntut-dadan-hindayana-cs-dihukum-mati-buntut-dugaan-korupsi-mbg,Negatif,-100.0,,,,
2026-09-11 08:51:56,iNews Nasional,Peristiwa & Hukum,Nasional 13 jam lalu Denny Indrayana cs Gugat Hasil Pilpres 2024 ke MK: Hanya Minta Diskualifikasi Gibran - Prabowo Tetap Presiden,https://www.inews.id/news/nasional/denny-indrayana-cs-gugat-hasil-pilpres-2024-ke-mk-hanya-minta-diskualifikasi-gibran-prabowo-tetap-presiden,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Anggota DPR Usul BMKG - Badan Geologi dan BNPB Jadi Satu Lembaga,https://www.liputan6.com/news/read/8288963/anggota-dpr-usul-bmkg-badan-geologi-dan-bnpb-jadi-satu-lembaga,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Dito Ariotedjo Ungkap Asal-usul Kuota Haji Tambahan,https://www.liputan6.com/news/read/8288942/dito-ariotedjo-ungkap-asal-usul-kuota-haji-tambahan,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,KPK Buka Sprindik Baru di Kasus Suap Ijon Bupati Bekasi Ade Kuswara,https://www.liputan6.com/news/read/8288934/kpk-buka-sprindik-baru-di-kasus-suap-ijon-bupati-bekasi-ade-kuswara,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Kantor BPN Bogor Digeledah Polisi - Dikawal Personel Brimob Bersenjata,https://www.liputan6.com/news/read/8288265/kantor-bpn-bogor-digeledah-polisi-dikawal-personel-brimob-bersenjata,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Prabowo Tanggapi Pidato AHY soal Kekuasaan: Sistematis dan Tegas,https://www.liputan6.com/news/read/8288467/prabowo-tanggapi-pidato-ahy-soal-kekuasaan-sistematis-dan-tegas,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Kasus Korupsi MBG - Kejagung Periksa Penjual Ompreng hingga Yayasan,https://www.liputan6.com/news/read/8288429/kasus-korupsi-mbg-kejagung-periksa-penjual-ompreng-hingga-yayasan,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,29 Pelajar Terjaring Ikut Demo DPR Dikirim ke Barak Militer,https://www.liputan6.com/news/read/8288423/29-pelajar-terjaring-ikut-demo-dpr-dikirim-ke-barak-militer,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Harlah ke-25 Demokrat - Sosok Ani Yudhoyono Dihadirkan Lewat AI,https://www.liputan6.com/news/read/8288419/harlah-ke-25-demokrat-sosok-ani-yudhoyono-dihadirkan-lewat-ai,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Kenapa Helikopter Tak Dikerahkan Cari 5 Jurnalis Hilang di Selat Sunda?,https://www.liputan6.com/news/read/8288373/kenapa-helikopter-tak-dikerahkan-cari-5-jurnalis-hilang-di-selat-sunda,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Kepala Basarnas Banten Ungkap Alasan Tim SAR Tak Bisa Lakukan Penyelaman Cari Jurnalis Hilang,https://www.liputan6.com/news/read/8288374/kepala-basarnas-banten-ungkap-alasan-tim-sar-tak-bisa-lakukan-penyelaman-cari-jurnalis-hilang,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,SAR Perluas Pencarian 5 Jurnalis Hilang Kontak ke Utara Anak Krakatau Besok,https://www.liputan6.com/news/read/8288370/sar-perluas-pencarian-5-jurnalis-hilang-kontak-ke-utara-anak-krakatau-besok,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,KPK Periksa Istri Bupati Pemalang Terkait Kasus Pemerasan,https://www.liputan6.com/news/read/8288336/kpk-periksa-istri-bupati-pemalang-terkait-kasus-pemerasan,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Pesan Prabowo ke Kontingen Asian Games 2026,https://www.liputan6.com/news/read/8288311/pesan-prabowo-ke-kontingen-asian-games-2026,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Penggeledahan Kantor BPN Bogor Diduga Terkait Mafia Tanah PTSL 2019,https://www.liputan6.com/news/read/8288303/penggeledahan-kantor-bpn-bogor-diduga-terkait-mafia-tanah-ptsl-2019,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Dua Anggota DPRD Pemalang Dipanggil KPK Terkait Kasus Bupati Anom,https://www.liputan6.com/news/read/8288276/dua-anggota-dprd-pemalang-dipanggil-kpk-terkait-kasus-bupati-anom,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Prabowo Siapkan Bonus Rp 3 M untuk Atlet Peraih Medali Emas Asian Games,https://www.liputan6.com/news/read/8288266/prabowo-siapkan-bonus-rp-3-m-untuk-atlet-peraih-medali-emas-asian-games,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Mangrove Berperan Jaga Pesisir dan Pengembangan Ekonomi Masyarakat,https://www.liputan6.com/news/read/8282990/mangrove-berperan-jaga-pesisir-dan-pengembangan-ekonomi-masyarakat,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Seluruh Bandara InJourney Airports Kembali Beroperasi Penuh Usai Terdampak Erupsi Gunung Anak Krakatau,https://www.liputan6.com/news/read/8288487/seluruh-bandara-injourney-airports-kembali-beroperasi-penuh-usai-terdampak-erupsi-gunung-anak-krakatau,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Tiga Kapal Perang Dikerahkan Cari 5 Jurnalis Hilang di Selat Sunda,https://www.liputan6.com/news/read/8288256/tiga-kapal-perang-dikerahkan-cari-5-jurnalis-hilang-di-selat-sunda,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Kortas Tipidkor Ungkap Hasil Monitoring Program Kopdes Merah Putih,https://www.liputan6.com/news/read/8288238/kortas-tipidkor-ungkap-hasil-monitoring-program-kopdes-merah-putih,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Gempa Magnitudo 5 -2 Guncang 60 km Timur Laut RUTENG-MANGGARAI-NTT,https://www.liputan6.com/news/read/8287060/gempa-magnitudo-52-guncang-60-km-timur-laut-ruteng-manggarai-ntt,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,BMKG Ungkap Penyebab Gempa Magnitudo 5 -3 Guncang Cilacap,https://www.liputan6.com/news/read/8284580/bmkg-ungkap-penyebab-gempa-magnitudo-53-guncang-cilacap,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Gempa Magnitudo 5 -4 Guncang Cilacap Jateng,https://www.liputan6.com/news/read/8284481/gempa-magnitudo-54-guncang-cilacap-jateng,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Cuaca Hari Ini - BMKG Prakirakan Hujan hingga Hujan Petir,https://www.liputan6.com/news/read/8288614/cuaca-hari-ini-bmkg-prakirakan-hujan-hingga-hujan-petir,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,BMKG Prediksi Hujan di Sejumlah Wilayah Hari Ini - Cek Daftarnya,https://www.liputan6.com/news/read/8286924/bmkg-prediksi-hujan-di-sejumlah-wilayah-hari-ini-cek-daftarnya,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Cuaca Hari Ini Didominasi Berawan - Ada Potensi Hujan Lebat,https://www.liputan6.com/news/read/8284354/cuaca-hari-ini-didominasi-berawan-ada-potensi-hujan-lebat,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Infografis: 10 Perusahaan Pertahanan Terbesar Dunia,https://www.liputan6.com/news/read/8288309/infografis-10-perusahaan-pertahanan-terbesar-dunia,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Infografis: Barang Wajib Dalam Tas Darurat Kebencanaan,https://www.liputan6.com/news/read/8287370/infografis-barang-wajib-dalam-tas-darurat-kebencanaan,Negatif,-100.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Infografis: Cara Bersihkan Mobil dari Abu Vulkanik Anak Krakatau,https://www.liputan6.com/news/read/8286246/infografis-cara-bersihkan-mobil-dari-abu-vulkanik-anak-krakatau,Netral,0.0,,,,
2026-09-11 08:51:56,detikNews,Berita & Peristiwa,Prabowo: Demokrat Pernah Tak Berkuasa - tapi Tidak Bakar-bakar dan Caci Maki,https://news.detik.com/berita/d-8656135/prabowo-demokrat-pernah-tak-berkuasa-tapi-tidak-bakar-bakar-dan-caci-maki,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Di Hadapan Prabowo - AHY Tegaskan Posisi Demokrat di Pemerintahan,https://www.liputan6.com/news/read/8288464/di-hadapan-prabowo-ahy-tegaskan-posisi-demokrat-di-pemerintahan,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Prabowo: Pakar-Institusi Dunia Bilang RI Akan Jadi Negara Ekonomi Terbesar ke-4,https://www.liputan6.com/news/read/8288483/prabowo-pakar-institusi-dunia-bilang-ri-akan-jadi-negara-ekonomi-terbesar-ke-4,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Sekolah di Kembangan Jakbar Kebakaran,https://www.liputan6.com/news/read/8288909/sekolah-di-kembangan-jakbar-kebakaran,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Jaringan Narkoba Bekasi Ternyata Dilengkapi Senpi,https://www.liputan6.com/news/read/8288670/jaringan-narkoba-bekasi-ternyata-dilengkapi-senpi,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,SAR Perluas Pencarian 5 Jurnalis Hilang hingga Tepi Anak Krakatau,https://www.liputan6.com/news/read/8288887/sar-perluas-pencarian-5-jurnalis-hilang-hingga-tepi-anak-krakatau,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,KPK Geledah Dinas PUPR dan Setda Muara Enim - Sita Sejumlah Dokumen,https://www.liputan6.com/news/read/8288877/kpk-geledah-dinas-pupr-dan-setda-muara-enim-sita-sejumlah-dokumen,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Luhut: Perlinsos Digital Mulai Oktober - Bansos Langsung ke Rekening Penerima,https://www.liputan6.com/news/read/8288864/luhut-perlinsos-digital-mulai-oktober-bansos-langsung-ke-rekening-penerima,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Otorita IKN: Kebakaran Hutan Jauh dari Kawasan Inti Pemerintahan,https://www.liputan6.com/news/read/8288856/otorita-ikn-kebakaran-hutan-jauh-dari-kawasan-inti-pemerintahan,Netral,0.0,,,,
2026-09-11 08:51:56,Liputan6 News,Hukum & Politik,Aldi Taher Gabung Demokrat,https://www.liputan6.com/news/read/8288837/aldi-taher-gabung-demokrat,Netral,0.0,,,,
